Response Identifier,StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,S1_live_work_1,S1_live_work_2,S1_live_work_3,S1_live_work_4,S1_live_work_5,S2_race_ethnicity_1,S2_race_ethnicity_2,S2_race_ethnicity_3,S2_race_ethnicity_4,S2_race_ethnicity_5,S2_race_ethnicity_6,S2_race_ethnicity_7,S2_race_ethnicity_7_TEXT,S3_18age,Q77,Q1_no_of_jobs,Q2_sector_precovid_1,Q2_sector_precovid_2,Q2_sector_precovid_3,Q2_sector_precovid_4,Q2_sector_precovid_5,Q2_sector_precovid_6,Q2_sector_precovid_7,Q2_sector_precovid_8,Q2_sector_precovid_9,Q2_sector_precovid_10,Q2_sector_precovid_9_TEXT,Q2_sector_precovid_10_TEXT,Q3_discrimination,Q4_laidoff,Q5_laidoff_prejudice,Q6_return_to_work_op,Q7_otherjobs,Q8_get_other_job,Q9_current_sector_1,Q9_current_sector_2,Q9_current_sector_3,Q9_current_sector_4,Q9_current_sector_5,Q9_current_sector_6,Q9_current_sector_7,Q9_current_sector_8,Q9_current_sector_9,Q9_current_sector_10,Q9_current_sector_9_TEXT,Q9_current_sector_10_TEXT,Q10_work_status,Q11_hours_change,Q12_conditions_chang,Q13_employer_offers_1,Q13_employer_offers_2,Q13_employer_offers_3,Q13_employer_offers_4,Q13_employer_offers_5,Q13_employer_offers_6,Q13_employer_offers_7,Q13_employer_offers_8,Q13_employer_offers_9,Q13_employer_offers_10,Q13_employer_offers_11,Q13_employer_offers_12,Q13_employer_offers_13,Q13_employer_offers_14,Q13_employer_offers_14_TEXT,Q14_work_location,Q15_remote_accom,Q16_onsite_safety,Q17_worker_laws_1,Q17_worker_laws_2,Q17_worker_laws_3,Q17_worker_laws_4,Q17_worker_laws_5,Q17_worker_laws_6,Q17_worker_laws_7,Q17_worker_laws_8,Q17_worker_laws_9,Q18_UI_applied,Q19_UI_applied_yes,Q20_UI_applied_no_1,Q20_UI_applied_no_2,Q20_UI_applied_no_3,Q20_UI_applied_no_4,Q21_looking_for_opps_1,Q21_looking_for_opps_2,Q21_looking_for_opps_3,Q21_looking_for_opps_4,Q21_looking_for_opps_5,Q21_looking_for_opps_4_TEXT,Q22_covid_testing,Q22_covid_testing_7_TEXT,Q23_poscovid_cowork,Q23_poscovid_cowork_1_TEXT,Q24_vaccine,Q25_no_vaccine_yet_1,Q25_no_vaccine_yet_2,Q25_no_vaccine_yet_3,Q25_no_vaccine_yet_4,Q25_no_vaccine_yet_5,Q26_respect,Q26_respect_2_TEXT,Q27_homerole_changes_1,Q27_homerole_changes_2,Q27_homerole_changes_3,Q27_homerole_changes_4,Q27_homerole_changes_5,Q27_homerole_changes_6,Q27_homerole_changes_7,Q27_homerole_changes_6_TEXT,Q28_housing_challeng,Q29_food_needs_met,Q30_financial_aid_1,Q30_financial_aid_2,Q30_financial_aid_3,Q30_financial_aid_4,Q30_financial_aid_5,Q30_financial_aid_6,Q30_financial_aid_5_TEXT,Q31_federal_stimulus,Q31_federal_stimulus_4_TEXT,Q32_stress_level_1,Q34_year_born,Q35_zipcode,Q36_gender_1,Q36_gender_2,Q36_gender_3,Q36_gender_4,Q36_gender_5,Q36_gender_6,Q36_gender_5_TEXT,Q37_kids_at_home,Q37_kids_at_home_1_TEXT,Q38_income,Validity,Five_min_flag,Ten_min_flag,Not_in_CA_Flag,Flag_Qualtrics_Bot,Flag_Qualtrics_Duplicate,Flag_Qualtrics_Fraud,Duplicate_IP,InDupGrp
1294,7/3/21 11:30,7/3/21 11:36,0,100,353,1,7/3/21 11:36,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Banking,2,4, , , , , , , , , , , , , , , , ,1,3,2,1,1, ,1, , , , ,1, ,1, , , , ,2, ,1,1, , , , , , , , ,2, , , , ,1,1, , , , , ,4, ,1,1,3, , , ,1, ,1, ,1,1, , , , , , ,2,3,1, , , , , , , , ,3,1983,93551, ,1, , , , , ,1,2,5,1, ,1, , , , ,0,
1295,7/3/21 12:40,7/3/21 13:01,0,100,1283,1,7/3/21 13:01,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , ,1, ,Resident Assistant in student housing,2,2, ,2, ,1,1, , , , , , , , ,1, ,Wellness non profit organization,2,1,1, , , , , , , , , , , , ,1, , ,2, ,1, , , , , , , , , ,2, ,1,1, , , , , , ,1, ,2, ,2, ,2, , , , , ,2,I work at Black Women for Wellness LA., ,1, , ,1, , , ,1,1,1,1, , , , , , , ,5,1997,90805, ,1, , ,1, ,Woman (gender) I.e. female is binary sex,2, ,2,1, , , , , , ,0,
1296,7/4/21 15:33,7/4/21 16:03,0,100,1824,1,7/4/21 16:03,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Law enforcement, ,4, , , , , , , , , , , , , ,1, ,Law enforcement,1,3,2, , ,1, , ,1,1,1,1, , , , , , ,1,2, ,1,1,1,1, , , , , ,2, , , , ,1, , , , ,1, ,4, ,1,175,3, , , ,1, ,1, ,1,1, , , , , , ,2,1, , , , , ,1, , , ,5,1969,90037, ,1, , , , , ,1,1,7,1, , , , , , ,0,
1297,7/5/21 15:37,7/5/21 15:55,0,100,1083,1,7/5/21 15:55,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , ,1, , ,1, ,3, , , , ,1, , , , , , , ,1,1,3,2,1,1, , , , ,1, , , , , , , ,2,2,1, , , , , , , , ,1, , , , , , ,1,2, , , , , , ,1,1, , ,2, , , ,1, ,1, , , , , ,2, ,1,10,3, , , ,1, ,2, ,1, , ,1,1, , , ,1,1,1, , , , , , , , ,4,1980,92346, ,1, , , , , ,1,1,4,1, , , , , , ,0,
1298,7/5/21 15:04,7/5/21 15:58,0,100,3247,1,7/5/21 15:58,EN,1, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,4,1, , , ,1, , , ,1, , , ,1,4, , , , , , , , ,1, , , , , , , ,1,3,1, ,1,1, , ,1, , ,1,1,1, , , , ,1,1, ,1,1, , , ,1, , ,1,2, , , , ,1, , , , ,1, ,2, ,1,6,2, , , , , ,1, ,1, , , , , , , ,2,1,1, , , , , , , , ,4,1979,92346, ,1, , , , , ,1,2,6,1, , , , , , ,1,
1299,7/5/21 15:45,7/5/21 16:01,0,100,984,1,7/5/21 16:01,EN,0.800000012,TRUE,90,0,7/5/21 21:42,1, ,1, , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , , ,4, , , , ,1, , , , , , , , , , , ,1,2,2, ,1,1, , ,1,1,1,1, , , , , , ,2, ,1,1,1,1,1,1,1,1, , ,2, , , , , , , , , , , ,2, ,1,2,1, , , , , ,1, ,1,1,1,1,1, , , ,1,1,1, , , , , , , , ,4,1978,92346,1, , , , , , ,1,2,5,1, , , , ,1, ,2,
1300,7/5/21 15:26,7/5/21 16:03,0,100,2213,1,7/5/21 16:03,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Law Enforcement (Station Clerk),1,4, , , , , , , , , , , , , ,1, ,Law Enforcement (Station Clerk),1,3,1,1, , , , ,1, , ,1, ,1, , , , ,2, ,1,1, , ,1, , , , ,1,2, , , , , , , , , ,1, ,7,Kaiser,1,Deputies (10+),2, , , , , ,2,Well yes and no.  Not everyone wears a mask when standing over you but some do.  I hate always having to say “please step back I have a sick child at home.”, ,1, ,1,1, , , ,1,3,1, , , , , , , , ,5,1958,90250, ,1, , , , , ,2, ,5,1, , , , , , ,0,
1301,7/5/21 18:47,7/5/21 18:54,0,100,422,1,7/5/21 18:54,EN,0.800000012, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,1,4, , , , ,1, , , , , , , , , , , ,1,1,1,1,1,1,1,1,1, , ,1, ,1, , , , ,2, ,1,1,1,1,1,1,1,1,1,1,2, , , ,1, ,1, , , , , ,2, ,1,1,2, , , , , ,2,"No, I was put in unsafe situations and I did not feel that I was respected.",1,1, , ,1, , , ,2,1,1, , , , , , , , ,5,1980,90044, ,1, , , , , ,1,2,6,1, ,1, , , , ,0,
1302,7/6/21 2:51,7/6/21 3:05,0,100,890,1,7/6/21 3:05,EN,1, ,0,5,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Full-time caregiver for my dad,2,4, , , , , , , , , , , , , ,1, ,Unemployed, ,2,1, , , , , , , , , , , , ,1, , ,1,2, , ,1, , , , , , ,1,2, , , ,1, ,1, , , , , ,4, ,2, ,2, , , , , ,1, , , , , ,1, , , ,2,1,1, , , , , , , , ,5,1958,91331, ,1, , , , , ,2, ,9,1, , , , , , ,0,
1303,7/6/21 12:50,7/6/21 13:02,0,100,680,1,7/6/21 13:02,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3, , , , , ,1, , , , , , ,2,1, ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , ,1, , ,1,1,1, , , , , , , ,1, , ,6, , , ,3, , , ,1, , , ,1, , ,1, , , , ,2,1,1, , , , , , , , ,4,1975,91006, ,1, , , , , ,1,1,3,1, , , , , , ,0,
1304,7/6/21 13:22,7/6/21 13:26,0,100,259,1,7/6/21 13:26,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , ,1,1, , , , , ,1, ,2, , , , ,1, , , , , , , , ,4, , , , , , , , ,1, , , , , , , ,1,3, , ,1, , , , , , , , , , , , , ,1,1, , , , , , , , , , ,2, , , , , , , , , ,1, ,2, ,1,1,2, , , , , ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,2,1988,90017, ,1, , , , , ,2, ,6,1,1,1, , , , ,0,
1305,7/6/21 16:20,7/6/21 16:27,0,100,405,1,7/6/21 16:27,EN,1, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,4, , ,1,1,1, , , , , , , ,2,1, ,1,2, , , ,1,1,1,1, , , , , , ,2,2,2,1,1, ,1, ,1,1,1,1, ,1, , , , ,1,2, ,1, , , , ,1, ,1, ,1,4, , , , , , , , ,1, ,3, , , ,2, , , , , , , ,1,1, , , , , , ,2,1, , , , , ,1, ,1, ,4,1998,92346, ,1, , , , , ,1,2,2,1, ,1, , , , ,0,
1306,7/6/21 16:38,7/6/21 16:44,0,100,351,1,7/6/21 16:44,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,2,4, , , , ,1, , , , , , , , , , , ,1,3,2,1,1,1, ,1, , , , , , , , , , ,1,1, ,1,1,1,1,1,1, ,1,1,2, , , , ,1, , , , ,1, ,4, ,2, ,3, , , , ,1,1, , ,1, , ,1, , , ,2,3, , , , , ,1, ,4,I don’t know why I didn’t get it,3,1978,92410, ,1, , , , , ,1,1,6,1, ,1, , , , ,0,
1307,7/6/21 17:09,7/6/21 17:16,0,100,398,1,7/6/21 17:16,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,2, , , , , , , , ,1, ,Child Care Provider, ,2,1, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , ,1, , ,1,1,1, , , , , , , ,1, , ,2, , , ,3, , , ,1, , , , ,1, , , , , , ,2,1, , , , , ,1, ,2, ,1,1981,92324, ,1, , , , , ,2, ,9,1, ,1, , , , ,0,
1308,7/6/21 17:58,7/6/21 18:04,0,100,341,1,7/6/21 18:04,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,3, , , , ,1, , , , , , , ,2,3, ,1,2, , , , , ,1, , , , , , , ,4,2,1, , , , , , ,1,1,1, , , , , , ,2, ,2, , ,1, , , , , , ,1,1, , , , ,1, , , , , ,1, , , ,2, , , , , , , , , , , ,1, , , ,1,1,1, , , , , , , , ,3,1968,91737, ,1, , , , , ,2, ,2,1, ,1, , , , ,0,
1309,7/6/21 18:06,7/6/21 18:14,0,100,426,1,7/6/21 18:14,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1, , , ,1, , , ,1, , , , , ,1, ,4,1, , , , , , , , , , , ,2,1, ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , ,1,1,1,1, , ,1, , , ,2, , , , , , , ,1,1, , ,1, , , ,2,3,1, , , , , , , , ,5,1968,91910, ,1, , , , , ,1,1,5,1, ,1, , , , ,0,
1310,7/6/21 18:22,7/6/21 18:40,0,100,1109,1,7/6/21 18:40,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1, , , ,1, , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Private business,2,4, , , , , , , , , , , , , , , , ,1,3,2, ,1, , , ,1, , , , ,1, , , , ,2, ,2,1, ,1, , , , , , ,2, , , , ,1,1, , ,1, ,Office or retail,4, ,1,10-May,2, , , , , ,1, , , , , , , ,1, ,2,3,1, , , , , , , , ,2,1952,92114, ,1, , , , , ,2, ,4,1, , , , , , ,0,
1311,7/6/21 19:02,7/6/21 19:14,0,100,671,1,7/6/21 19:14,EN,1, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Actress,1,1,2,1, , , , , , , , , , , , , , ,4,2,1, , , , , ,1, , ,1, ,1, , , , ,2, ,1, , , , , , , , , ,2, , , ,1, , , , , ,1, ,4, , , ,3, , , , ,1, , , , , , ,1, , , ,1,2,1, , , , , , , , ,5,1974,92324, ,1, , , , , ,1,Yes 2,2,1, , , , , , ,0,
1312,7/6/21 19:30,7/6/21 19:38,0,100,470,1,7/6/21 19:38,EN,0.899999976, , , ,10/14/1582 0:00:00,1, , , ,1, , , ,1, , , , , ,1, ,4, , , , ,1, , , , , , , ,1,4, , , , , , , , ,1, , , , , , , ,1,3,2, , , , , , , , , , , ,1,1, , ,1,1, , , , , , , , , , ,2, , , ,1, ,1, , , , , ,4, ,2, ,3, , , ,1, ,2,Previously explained.,1,1, , ,1, , , ,2,1,1, , , , , , , , ,4,1986,92126,1, , , , , , ,2, ,8,1, ,1, , , , ,0,
1313,7/6/21 19:57,7/6/21 20:15,0,100,1084,1,7/6/21 20:15,EN,1, ,0,0,10/14/1582 0:00:00,1, , , ,1, , ,1,1, , , ,1,Black,1, ,2, , , , , , , , , ,1, ,Plumber,1,1,1,2, ,1, , , , , , , , , ,1, ,Plumber,1,3,1, , , , , ,1,1, , , ,1, , , , , , , , , , , , , , , , ,2, , , , ,1, , , ,1, , ,2, ,1,2,2, , , , , ,2,I explained in previous question, ,1, ,1,1, , , ,1, ,1, ,1, ,1,1,Cal fresh, , ,5,1959,91911,1, , , , , , ,2, ,3,1, , , , , , ,0,
1314,7/6/21 20:12,7/6/21 20:22,0,100,596,1,7/6/21 20:22,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1, , , ,1, , , ,1, , , , , ,1, ,4, ,1, ,1, , , , , , , , ,1,4, , , , , , , , , , , , , ,1, ,Loan Officer,1,1,1,1,1, , ,1,1, , ,1, ,1, , , , ,2, ,1,1,1,1, , ,1, , , ,2, ,1, , , , , , ,1, ,In Education long-term or Real Estate,3, ,1,5,2, , , , , ,1, , ,1, , ,1, , , ,2,1,1, , , , , , , , ,4,1992,92129,1, , , , , , ,2, ,5,1, ,1, , , , ,0,
1315,7/6/21 20:49,7/6/21 20:56,0,100,424,1,7/6/21 20:56,EN,0.800000012, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,2,4, , , , ,1, , , , , , , , , , , ,1,3,2,1,1, ,1, ,1,1,1, , ,1, , , , ,2, ,2, , , , , , , , , ,2, , , , ,1, , , , ,1, ,1, ,2, ,3, , , ,1, ,1, , , , , , , ,1, ,2,1, , , , , ,1, ,4,Made too much money,1,1985,91766, ,1, , , , , ,2, ,7,1, ,1, , , , ,0,
1316,7/6/21 20:44,7/6/21 20:58,0,100,851,1,7/6/21 20:58,EN,1, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,1,4, , , , , , , , ,1, , , , , , , ,1,3,1, ,1,1, ,1, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2, , , ,1, , , , , ,1, ,4, ,2, ,2, , , , , ,2,Responsibility of protecting back students is far too great for the small percentage of black educators who are battling racism and micro aggressions themselves. Racism is not a black personality problem. It is a white person problem.,1,1, , , , , , ,2,1,1, , , , , , , , ,2,1989,91739, ,1, , , , , ,1,2,6,1, , , , , , ,0,
1317,7/6/21 20:58,7/6/21 21:00,0,100,133,1,7/6/21 21:00,EN,1, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,1, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3, , , , , ,1, , , , ,3, , , ,1, , , , , , , ,1, , , , , , , ,2,2, ,1, , , , , ,3, ,2,1983,92374,1, , , , , , ,2, ,3,1,1,1, , , , ,0,
1318,7/6/21 21:28,7/6/21 21:55,0,100,1636,1,7/6/21 21:55,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,AOD Counselor,2,4, , , , , , , , , , , , , ,1, ,AOD Counselor,1,3,1,1,1, , ,1,1,1,1,1,1,1, , , , ,2, ,2,1, ,1, , ,1, , ,1,2, , , ,1, , , , ,1, ,County job,1, ,1,4,2, , , , , ,2,No I felt like if I did not continue working during the pandemic that I would not have a job to come back to as a black worker. That’s why I continued to do my job.,1,1, , , , , , ,2,3,1, , , , , , , , ,5,1969,92404, ,1, , , , , ,1,1,3,1, , , , , , ,0,
1319,7/7/21 6:09,7/7/21 6:33,0,100,1480,1,7/7/21 6:33,EN,1, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,2,4, , , , , , , , , , , , , , , , ,2,1,1,1,1,1, ,1,1,1, ,1,1,1, , , , ,2, ,2,1,1,1, , ,1, , ,1,2, , , ,1, , , , , ,1, ,1, ,1, ,3, , , ,1, ,1, ,1, , , , , , , ,2,1,1, , , , , , , , ,5,1986,92407, ,1, , , , , ,1,1,7,1, , , , , , ,0,
1320,7/7/21 7:05,7/7/21 7:15,0,100,607,1,7/7/21 7:15,EN,1, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,2,4, , , , , , , , ,1, , , , , , , ,1,3,1, ,1, , , , , , , , , , , , , ,1,1, , , , , , , , , , ,2, , , , ,1, , , , ,1, ,2, ,1,4,2, , , , , ,1, , , ,1, , , , , ,2,1, , , , , ,1, ,4, ,4,1973,92313, ,1, , , , , ,2, ,9,1, , , , , , ,0,
1321,7/7/21 7:38,7/7/21 8:24,0,100,2766,1,7/7/21 8:24,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1,1, , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,1,4, , , , , , , , ,1, , , , , , , ,1,3,2, ,1, , , , , , , , , , , , , ,1,2, , , , , , ,1, , ,1,2, , , , ,1, , , , ,1, ,4, ,2, ,2, , , , , ,2,"I feel since were working from home, there should’ve been better accommodations. My white counter parts received desk, new laptops, mats to stand, printers, ink, chairs, and anything they’ve requested. I have only requested a printer and was denied. I use my dinning room table and my pub chairs hurts my lower back. Frequently I have to get up and move around. But because my colleagues have the ability to call me via teams, I don’t want to miss a call, so it’s difficult to walk around and stretch without possibly missing a call.",1,1, ,1,1, , , ,2,1,1, , , , , , , , ,5,1968,91730, ,1, , , , , ,1,1,5,1, , , , , , ,0,
1322,7/7/21 8:27,7/7/21 8:38,0,100,651,1,7/7/21 8:38,EN,0.899999976,TRUE,100,0,7/6/21 16:11,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , , ,4, , , , ,1, , , , , , , , , , , ,4,1,1,1,1, , , , , , ,1, , , , , , ,2, ,1, , , , , , , , , ,1,1, , , , ,1, , , , , ,4, ,1,2,2, , , , , ,1, ,1,1, , ,1, , , , ,1,1, , , , , , , , ,5,1990,90805, ,1, , , , , ,1,3,2,1, , , , ,1, ,0,
1323,7/7/21 11:04,7/7/21 11:22,0,100,1080,1,7/7/21 11:22,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1, , , ,1, , , ,1, , , , , ,1, ,2, , , , , ,1, , , , , , ,1,2,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1, ,1, ,1,1,1,4, , , , ,1, , , , , ,1, , , ,2, , , , , , , , , , , , , ,1, ,2,1, , , , , ,1, , , ,5,1959,93056,1, , , , , , ,2, ,6,1, , , , , , ,0,
1324,7/7/21 11:16,7/7/21 11:24,0,100,533,1,7/7/21 11:24,EN,1, ,0,0,10/14/1582 0:00:00,1, , , ,1, , , ,1, , , , , ,1, ,4, , , ,1, , , , , , , , ,1,4, , , , , , , ,1, , , , , , , , ,1,2,1, , , , , , , , , , , ,1, , , ,2, ,2, ,1,1, , ,1, , ,1,1,3, , , , , , , , ,1, ,2, ,1,3,3, , , ,1, ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,4,1996,92113,1, , , , , , ,2, ,4,1, ,1, , , , ,0,
1325,7/7/21 12:51,7/7/21 13:17,0,100,1564,1,7/7/21 13:17,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Media and Entertainment,2,4, , , , , , , , , , , , , , , , ,1,1,1,1,1,1, , ,1,1,1,1, , , , , , ,1,1, ,1,1, , , ,1, , ,1,2, , , , ,1, , , , ,1, ,2, ,1,I don’t knoe,2, , , , , ,2,Generally-always cautious in corporate America, ,1,1, ,1, , , ,2,1, , , , , ,1, ,4,Exceed income threshold,3,1962,91324, ,1, , , , , ,2, ,8,1, , , , , , ,0,
1326,7/7/21 15:14,7/7/21 15:28,0,100,825,1,7/7/21 15:28,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1,1,1, , , , , ,1, , , , , ,1, ,2, ,1, , , , , , , , , , ,2,4, , , , , ,1, , , , , , , , , , ,1,3,2,1,1,1, , ,1,1,1,1, ,1, , , , ,2, ,2,1,1, , , , , , ,1,2, , , ,1,1,1,1, , , , ,2, ,1,5,2, , , , , ,1, ,1, , ,1, , , , ,2,1, , , , , ,1, ,4,I did receive 2 federal stimulus checks,5,1979,91708, ,1, , , , , ,1,1,4,1, , , , , , ,0,
1327,7/7/21 15:25,7/7/21 15:34,0,100,574,1,7/7/21 15:34,EN,1, ,0,0,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,2,3, ,1, , ,1, , , , , , , , , , , ,1,1,1,1, , , , ,1, , , , ,1, , , , ,2, ,1, , , , , ,1, , , ,2, , , ,1,1, , , , , , ,1, , , ,2, , , , , , , ,1,1, , , , , , , ,3,1,1, , , , , , , ,5,1979,92503, ,1, , , , , ,1,2,4,1, ,1, , , , ,0,
1328,7/7/21 15:01,7/7/21 15:37,0,100,2166,1,7/7/21 15:37,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1, , , ,1, , , ,1, , , , , ,1, ,3, , , , , , , , ,1, ,Health Insurance broker, ,2,1, ,1,1, ,1, , , , , , , , , , , ,1,3,2, , , , , , , , , , , , ,1, , ,2, ,2,1,1, , , , , , ,1,1,1, , , , , , , , ,1, ,3, ,2, ,3, , , ,1, ,1, ,1,1, , , , , , ,1,1,1, , , , , , , , ,3,1978,92592, ,1, , , , , ,1,2,5,1, , , , , , ,0,
1329,7/7/21 15:55,7/7/21 16:01,0,100,350,1,7/7/21 16:01,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1, , ,1,1, ,1, ,1, , ,1, , ,1, ,2,1, , , , , , , , , , , ,2,4, , , , ,1, , , , , , , , , , , ,1,3,1,1,1,1, , ,1,1,1,1, ,1, , , , ,1,2, ,1,1, ,1, ,1, ,1, ,2, , , ,1, , , , , ,1, ,4, ,1,5,2, , , , , ,1, ,1,1, ,1, , , , ,2,1,1, , , , , , , , ,3,1987,92563,1, , , , , , ,1,2,4,1, ,1, , , , ,0,
1330,7/7/21 16:27,7/7/21 16:32,0,100,282,1,7/7/21 16:32,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , ,1, , , , , , , , ,2,4, , , , , , , ,1, , , , , , , , ,1,3,2,1, , , , , , , , , , , , , , ,2, ,2,1,1, , , ,1, ,1, ,2, , , ,1, , , , , ,1, ,2, ,2, ,3, , , ,1, ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,3,1990,93711, ,1, , , , , ,2, ,5,1,1,1, , , , ,0,
1331,7/7/21 15:49,7/7/21 16:43,0,100,3259,1,7/7/21 16:43,EN,0.899999976, ,0,0,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1, ,3, , , , ,1, , , ,1, ,"Ordained minister (weddings, funerals, etc.)", ,2,3, ,1,1, , , , , ,1, , , , , , , ,2,2,1, ,1, , , , , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , ,1, ,3, ,1,1,2, , , , , ,1, , ,1,1,1,1, , , ,2,3,1,1, , , , , , , ,1,1985,92555,1, , , , , , ,2, ,4,1, , , , , , ,0,
1332,7/7/21 18:29,7/7/21 18:39,0,100,586,1,7/7/21 18:39,EN,1, ,0,0,10/14/1582 0:00:00,1, , , ,1, , , ,1, , , , , ,1, ,2, , , ,1, , , , , , , , ,2,4, , , , , , , ,1, , , , , , , , ,1,3,2,1,1,1, , , ,1,1, , ,1, , , , ,2, ,2, , , , , , , ,1, ,2, , , , ,1, , , , ,1, ,2, ,2, ,2, , , , , ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,2,1972,92114,1, , , , , , ,2, ,4,1, ,1, , , , ,0,
1333,7/7/21 19:01,7/7/21 19:12,0,100,642,1,7/7/21 19:12,EN, , , , ,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,2,1, ,1, , , ,1, , , , , , , , , , ,2,2,2, , , ,1, , , , , , , , , , , ,1,1, , , ,1, , , , , , ,1,2, , , , , ,1, , , , ,2, , , ,1, , , , , , , , , ,1, , , , , ,2,1, ,1, , , , , ,2, ,3,1993,90017,1, , , , , , ,2, ,5,1, , , , , , ,0,
1334,7/7/21 19:17,7/7/21 19:29,0,100,687,1,7/7/21 19:29,EN,0.899999976, ,0,20,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1, ,3, ,1, , , , , , , , , , ,2,1, ,1,1, , , , ,1, , , , , , , , ,2,2,2, , ,1, , , , , , , , , , , , ,1,1, , , , ,1, , , , , ,1,3, , , , , ,1, , , , ,2, ,2, ,1, , , , , ,1, , , ,1, , , , , ,2,1, , ,1, , , , ,1, ,3,1995,90022,1, , , , , , ,2, ,4,1, , , , , , ,0,
